snapshot_date,policy_start_year,business_type_category,chengdu_branch,second_level_organization,third_level_organization,customer_category_3,insurance_type,is_new_energy_vehicle,coverage_type,is_transferred_vehicle,renewal_status,vehicle_insurance_grade,highway_risk_grade,large_truck_score,small_truck_score,terminal_source,signed_premium_yuan,matured_premium_yuan,policy_count,claim_case_count,reported_claim_payment_yuan,expense_amount_yuan,commercial_premium_before_discount_yuan,premium_plan_yuan,marginal_contribution_amount_yuan,week_number
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,交强险,False,主全,False,续保,,,B,,0106移动展业(App),6762.26,4302.98007735233,1,0,0.0,67.61999999999998,4302.98007735233,4302.98007735233,4259.951931018033,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,交强险,False,交三,False,续保,,,A,,0106移动展业(App),5916.98,1523.82498630137,1,1,2141.51,295.83999999999986,1523.82498630137,1523.82498630137,-693.8739452054838,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,交强险,False,交三,False,续保,,,C,,0106移动展业(App),2958.49,1349.55772432909,0,0,0.0,147.91999999999993,1349.55772432909,1349.55772432909,1282.0818908522965,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,交强险,False,交三,False,续保,,,D,,0106移动展业(App),9215.89,2739.63380821918,1,0,0.0,279.8500000000002,2739.63380821918,2739.63380821918,2656.4420034960185,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,交强险,False,交三,False,续保,,,E,,0106移动展业(App),3381.13,1861.9373424657501,1,0,0.0,0.0,1861.9373424657501,1861.9373424657501,1861.9373424657501,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,交强险,False,交三,False,转保,,,B,,0106移动展业(App),2958.49,1694.03947945205,1,0,0.0,887.5400000000008,1694.03947945205,1694.03947945205,1185.8316438356128,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,交强险,False,交三,False,转保,,,C,,0106移动展业(App),3381.13,1824.8838630137,1,0,0.0,169.05999999999995,1824.8838630137,1824.8838630137,1733.6377808219193,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,交强险,False,单交,False,续保,,,A,,0106移动展业(App),616.02,616.02,1,0,0.0,0.0,616.02,616.02,616.02,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,交强险,False,单交,False,续保,,,B,,0106移动展业(App),745.6999999999999,745.6999999999999,1,0,0.0,37.29000000000001,745.6999999999999,745.6999999999999,708.41,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,交强险,False,单交,False,续保,,,E,,0106移动展业(App),4226.42,2570.58969863014,1,0,0.0,211.3200000000001,2570.58969863014,2570.58969863014,2442.0608219178107,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,交强险,False,单交,False,转保,,,A,,0106移动展业(App),10143.4,3278.4561628815,1,0,0.0,887.5400000000005,3278.4561628815,3278.4561628815,2991.593672710172,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,商业保险,False,主全,False,续保,,,B,,0106移动展业(App),20795.76,13231.143890410998,1,0,0.0,4367.109999999997,9800.841368406347,13231.143890410998,10452.603418927738,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,商业保险,False,交三,False,续保,,,A,,0106移动展业(App),6001.14,2482.66339726027,0,1,2928.6299999999997,2160.4100000000026,1839.009923896496,2482.66339726027,-1339.7252602739811,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,商业保险,False,交三,False,续保,,,B,,0106移动展业(App),8401.58,4304.37112328767,1,0,0.0,3360.6299999999997,3188.423054287163,4304.37112328767,2582.6236986301365,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,商业保险,False,交三,False,续保,,,C,,0106移动展业(App),6147.0,2795.6219178082197,0,0,0.0,1290.87,2070.8317653140384,2795.6219178082197,2208.5413150684935,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,商业保险,False,交三,False,续保,,,D,,0106移动展业(App),19748.48,5553.44583561644,1,0,0.0,6798.850000000009,4113.663581938104,5553.44583561644,3641.5495671704184,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,商业保险,False,交三,False,续保,,,E,,0106移动展业(App),9287.4,5012.651506849311,1,0,0.0,3343.4599999999978,3713.0721729212464,5012.651506849311,3208.09912328767,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,商业保险,False,交三,False,转保,,,A,,0106移动展业(App),4829.08,1256.88383561644,0,0,0.0,1497.0100000000002,1523.492537415811,1256.88383561644,867.2510958904121,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,商业保险,False,交三,False,转保,,,B,,0106移动展业(App),6633.85,3780.38575342466,1,0,0.0,2653.5400000000004,2800.285743277526,3780.38575342466,2268.2314520547957,41
2025-10-12,2025,10吨以上-普货,中支,四川,乐山,营业货车,商业保险,False,交三,False,转保,,,C,,0106移动展业(App),2025.6,2025.6,1,0,0.0,729.2199999999985,1500.4444444444443,2025.6,1296.3800000000012,41
2025-10-12,2025,10吨以上-普货,中支,四川,德阳,营业货车,交强险,False,主全,False,转保,,,B,,0106移动展业(App),2958.49,2127.68109691524,1,0,0.0,144.9699999999999,2127.68109691524,2127.68109691524,2023.4218536459362,41
2025-10-12,2025,10吨以上-普货,中支,四川,德阳,营业货车,交强险,False,交三,False,续保,,,B,,0106移动展业(App),2958.49,1612.98495890411,1,0,0.0,147.91999999999993,1612.98495890411,1612.98495890411,1532.3381643835621,41
2025-10-12,2025,10吨以上-普货,中支,四川,德阳,营业货车,交强险,False,交三,False,续保,,,C,,0106移动展业(App),4226.42,1658.7250569912098,0,0,0.0,211.3200000000001,1658.7250569912098,1658.7250569912098,1575.7891966073903,41
2025-10-12,2025,10吨以上-普货,中支,四川,德阳,营业货车,交强险,False,单交,False,新保,,,,,0106移动展业(App),4226.42,200.224228810749,0,0,0.0,0.0,200.224228810749,200.224228810749,200.224228810749,41
2025-10-12,2025,10吨以上-普货,中支,四川,德阳,营业货车,交强险,False,单交,False,转保,,,,,0106移动展业(App),4226.42,1429.5527469066199,0,0,0.0,0.0,1429.5527469066199,1429.5527469066199,1429.5527469066199,41
2025-10-12,2025,10吨以上-普货,中支,四川,德阳,营业货车,交强险,False,单交,True,转保,,,C,,0106移动展业(App),4226.42,2628.4858630136996,1,1,0.0,0.0,2628.4858630136996,2628.4858630136996,2628.4858630136996,41
